web-scraper-order,web-scraper-start-url,restaurant_name,lunch_price,lunch_menu,dinner_price,dinner_menu
"1529980372-262","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Florentia Ristorante","$23 Lunch","$23 LunchPlus taxes and gratuityappetizerZuppa del Giorno
Soup of the day (ask your server)
or
Mista
Mixed organic greens with cucumber and tomatoes in a homemade balsamic dressing
or
Cesare
Crispy romaine lettuce, croutons and shaved parmaggiano cheese in a homemade caesar dressing
or
Caprese
Field tomatoes topped with bocconcini cheese, fresh basil and extra virgin olive oil
main
Spaghetti Riviera
Homemade spaghetti pasta with mussels and calamari in a white wine sauce
or
Fegato di Vitello
Calf’s liver with pepper and onion in a balsamic vinegar demi-glace (served with chef's pasta choice)
or
Penne Bolognese
Homemade penne pasta in a lean ground beef tomato ragout sauce
or
Penne alla Vodka
Homemade penne pasta with pancetta in tomato cream sauce
or
Vitello ai Funghi
Tender veal scaloppini in a mushroom sauce (served with chef's pasta choice)
or
Pollo alla Parmigiana
Chicken breast cutlet lightly breaded and topped with a tomato sauce and mozzarella cheese (served with chef's pasta choice)
desserts
Panna Cotta
A light and delicate vanilla flavoured Italian custard from the Piedmont region
or
Crème Brulee
A custard base topped with a contrasting layer of hard caramel
or
Tiramisu
Mascarpone cream on a row of espresso drenched lady fingers topped with a cocoa dusting","$33 Dinner","$33 DinnerPlus taxes and gratuityappetizerZuppa del Giorno
Soup of the day (ask your server)
or
Mista
Mixed organic greens with cucumber and tomatoes in a homemade balsamic dressing
or
Cesare
Crispy romaine lettuce, croutons and shaved parmaggiano cheese in a homemade caesar dressing
or
Cozze Marinara
P.E.I. mussels in a basil, white wine and tomato sauce
or
Caprese
Field tomatoes topped with bocconcini cheese, fresh basil and extra virgin olive oil
main
Manicotti
Baked large pasta tubes stuffed with spinach, ricotta cheese and parmaggiano cheese topped with a tomato cream sauce
or
Bistecca di Manzo
A triple AAA striploin steak grilled to your preference (served with chef's pasta choice)
or
Linguine di Mare
Linguine pasta with mussels, shrimp and calamari in a white wine tomato sauce
or
Pesce Bianco alla griglia
White perch filets in lemon caper sauce (served with a mista salad)
or
Vitello alla Marsala
Tender veal scaloppini in a marsala mushroom sauce (served with chef's pasta choice)
or
Pollo alla Parmigiana
Chicken breast cutlet lightly breaded and topped with a tomato sauce and mozzarella cheese (served with chef's pasta choice)
or
Fegato di Vitello
Calf’s liver with pepper and onion in a balsamic vinegar demi-glace (served with chef's pasta choice)
desserts
Tiramisu
Mascarpone cream on a row of espresso drenched lady fingers topped with a cocoa dusting
or
Panna Cotta
A light and delicate vanilla flavoured Italian custard from the Piedmont region
or
Crème Brulee
A custard base topped with a contrasting layer of hard caramel"
"1529980372-247","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Coppi Ristorante","null","null","$43 Dinner","$43 DinnerPlus taxes and gratuityappetizerPesca e Radicchio (vegetarian)
Grilled peach, radicchio, asiago, honey- balsamic vinaigrette
or
Timballo di Tonno
Yellow fin tuna, toasted sunflower seeds, apricots
or
Bresaola
Cured beef tenderloin, brussels sprouts, asparagus, peas & mint lemon vinaigrette
or
Cavolo e Arugula  (vegetarian)
Baby kale & arugula salad, ricotta salata, strawberry, toasted sunflower seeds, lemon-pepper dressing
main
Spaghetti Tirreno
Fresh made spaghetti, seafood, san marzano tomato
or
Rigatoni alla Norma (vegetarian)
Fresh rigatoni, eggplant, san marzano tomato, ricotta salata
or
Cernia al Cartoccio
Halibut, mint, cherry tomato, zucchini, capers, olives & potato
or
Salsiccia e Polenta
Grilled sausage, creamy polenta, rapini, onion, pepper
desserts
Macedonia di Frutta  (vegetarian)
Fresh fruit salad, vanilla cream
or
Tiramisu  (vegetarian)
Coffee soaked savoiardi, mascarpone, cocoa
or
Torta Gianduia  (vegetarian)
Gluten-free hazelnut chocolate cake"
"1529980372-245","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Copa Cabana","null","null","$43 Dinner","$43 DinnerPlus taxes and gratuityappetizerThe experience at Copa Cabana begins with a trip to the ""Galleria"" all-you-can-eat buffet featuring a selection of appetizers:

Fresh Baked Breads (Cheddar Cheese Bread, Cranberry Coconut Bread), Dips (such as Hummus, Spicy Garlic Dip, Guacamole, Chimichurri), Fresh Cheeses, hand-sliced Charcuterie, Crisp Salads (Spinach, Kale, Caesar, Greek, Cabbage), Quinoa, Pesto Pasta Salad, Corn and Bean Salad, sautéed Vegetables, Rice and Beans, Mac & Cheese, Mashed Potatoes, Cassava Frites and more!
main
Choose from a variety of perfectly seasoned and certified angus grilled meats, carved tableside by your gaucho or carver:

Skirt Steak Rub
Prime Rib with Cheddar
Chicken Drumstick
Parmesan Crusted Filet Mignon
Garlic Steak Sirloin
Rib-eye
Chimichurri Steak
Parmesan Chicken
Picahna Brazil (signature dish)
Top Sirloin
Flank Steak
Lamb
Caesar Chicken
Moroccan Chicken
desserts
Panko Crusted Deep Fried Bananas
Freshly Baked Cornbread
Roasted Pineapple"
"1529980372-390","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Verdi Restaurant","$23 Lunch","$23 LunchPlus taxes and gratuityappetizerZuppa del Giorno
or
Insalata Cesare
Romaine lettuce, house croutons, bacon, artichokes, anchovies
or
Calamari Fritti
Buttermilk fried calamari, gremolata, romanesco sauce
main
Spaghetti Carbonara
Pancetta, egg yolk, pecorino,cream
or
Margherita Pizza
San Marzano tomatoes, fior di latte, olive oil, fresh basil
or
Penne all Vodka
Prosciutto, vodka, garlic, rose cream sauce
desserts
Tiramisu
or
Creme Brule
or
Mango or Raspberry Sorbet","$33 Dinner","$33 DinnerPlus taxes and gratuityappetizerZuppa del Giorno
or
Insalata Cesare
Romaine lettuce, house croutons, bacon, artichokes, anchovies
or
Cozze alla Pomodoro
PEI mussels, spicy saffron tomato broth
main
Veal Marsela
Tender veal ,wild mushroom, marsela, veal jus with roasted potatoes, seasonal veg
or
Farfalle al Salmone
Bow tie pasta, marinated salmon, vodka, creamy mascarpone sauce
or
Margherita Pizza
San Marzano tomatoes, fior di latte, olive oil, fresh basil
or
Penne all Vodka
Prosciutto, vodka, garlic, rose cream sauce
desserts
Tiramisu
or
Creme Brule
or
Mango or Raspberry Sorbet"
"1529980372-315","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Midi Bistro","$23 Lunch","$23 LunchPlus taxes and gratuityappetizerSoupe du Jour  (vegan)
Vegetable Soup of the Day
or
Salade Midi
Mixed Greens, Prosciutto, Asiago Cheese, Walnuts & Pesto Drizzle
or
Salade Caprese
Tomato, Bocconcini Cheese, Balsamic Vinegar
or
Pate De Campagne
Home-Made French Country Style Pate, Toast & Gherkins
or
Cassolette d'Escargots
Sautéed Escargots with Portobello Mushroom, Cognac & Basil Cream Sauce
main
Quiche du Jour (vegetarian)
Chef's Daily Quiche
or
Quiche Lorraine
Traditional Quiche with Smoked Bacon & Swiss Cheese
or
Blackened Salmon Penne
Blackened Atlantic Salmon, Mushrooms, Roma Tomato, White Wine Cream Sauce
or
Farm-Raised Chicken
Chicken Breast, Honey & Pommery Mustard Cream Sauce, Seasonal Vegetables
or
Duck Confit
Fresh Roasted Muscovy Duck Leg with Wild Blueberries and Port Wine Glaze
or
Mushroom Risotto  (vegetarian)
Shiitake, Mini Portobello & Button Mushrooms in a White Wine Lemon Cream Sauce
or
Seafood Fettuccine
Fettuccine with Black Tiger Shrimp, Bay Scallops, Calamari, Shallots, Roasted Red Pepper and Spinach in a White Wine Rosé Sauce
or
Seafood Risotto
Tiger Shrimp, Bay Scallops, Calamari, Shallots, Roasted Red Pepper & Spinach in a Pesto Tomato Broth
or
Moules-Frites (1lb)
Provençale (Shallots, Garlic, Tomato Sauce & Herbs) , Madras (Madras Curry, Shallots, Cream), Marinière (White Wine, Shallots & Parsley) , Dijonnaise (Dijon Mustard, Mushroom & Cream)
desserts
Crème Brûlée
Vanilla & Cardamom
or
Profiteroles
Puff Pastry, Vanilla Ice Cream & Chocolate Sauce
or
Ice Cream
Vanilla or Cinnamon Ice Cream, Raspberry Sorbet
or
Peach Melba
Poached Peach, Vanilla Ice Cream & Chocolate Sauce","$33 Dinner","$33 DinnerPlus taxes and gratuityappetizerSoupe Du Jour  [](Vegan)[]
Vegetable Soup Of The Day
or
Salade Midi
Mixed Greens, Prosciutto, Asiago Cheese, Walnuts & Pesto Drizzle
or
Salade Caprese
Tomato, Bocconcini Cheese, Balsamic Vinegar
or
Pate De Campagne
Home-Made French Country Style Pate, Toast & Gherkins
or
Cassolette d'Escargots
Sautéed Escargots with Portobello Mushroom, Cognac & Basil Cream Sauce
main
Fish Of The Day
or
AAA Striploin Steak
Grilled Steak with Mushroom-Brandy Demi-Glace
or
Lamb Shank
Braised New Zealand Lamb Shank with Sweet Vermouth Sauce
or
Duck Confit
Fresh Roasted Muscovy Duck Leg with Wild Blueberries And Port Wine Glaze
or
Farm-Raised Chicken
Chicken Breast, Honey & Pommery Mustard Cream Sauce, Seasonal Vegetables
or
Beef Tajine
Diced Beef Slowly Braised in a Root Vegetable, Mushroom, Dried Fruit & Red Wine Sauce
or
Blackened Salmon Penne
Blackened Salmon, Mushroom, Roma Tomato, Spinach, White Wine Cream Sauce
or
Seafood Pasta
Black Tiger Shrimp, Bay Scallops, P.E.I. Mussels, Shallots, Roasted Red Pepper, Spinach, White Wine Rosé Sauce
or
Mushroom Risotto
Shiitake, Mini Portobello & Button Mushrooms in a White Wine Lemon Cream Sauce
or
Seafood Risotto
Black Tiger Shrimp, Scallops ,P.E.I Mussels, Roasted Red Peppers & Baby Spinach in a White Wine Tomato Broth
or
2lb Moules-Frites
Provençale (Shallots, Garlic, Tomato and Herb Sauce), Marinière (White Wine, Shallots & Parsley)
desserts
Crème Brûlée
Vanilla & Cardamom
or
Profiteroles
Puff Pastry, Vanilla Ice Cream & Chocolate Sauce
or
Ice Cream
Vanilla Or Cinnamon Ice Cream, Raspberry Sorbet
or
Peach Melba
Poached Peach, Vanilla Ice Cream & Chocolate Sauce"
"1529980372-210","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","AVIV Mediterranean Restaurant","$23 Lunch","$23 LunchPlus taxes and gratuityappetizerBeet Salad  (vegetarian)
Roasted red and yellow beets, baby arugula, goat cheese, roasted & candied pecans with balsamic maple vinaigrette
or
Quinoa and Kale Salad  (vegetarian)
Spiced almonds, dried black mission figs, snow & sugar peas, roasted butternut squash with avocado and sherry vinaigrette
or
Tunisian Lamb and Beef Meatballs
Shakshuka spicy sauce, tomato, roasted peppers with tzatziki
or
Carpaccio
Thinly sliced beef tenderloin topped with king oyster mushrooms, baby arugula, fresh squeezed lemon juice, extra virgin olive oil and shaved Grana Padano cheese
main
Chicken Kebab Sandwich
Tender yoghurt-marinated chicken breast on a house made flat bread with hummus, tzatziki and mixed greens served with tabbouleh salad and side tossed garden salad
or
Falafel Sandwich  (vegetarian)
Falafel balls nestled in a house made flat bread with hummus, tahini, hot sauce and mixed greens, served with a tabbouleh salad
or
Pizza Marisa  (vegetarian)
San Marzano tomato sauce, mozzarella cheese, goat cheese, spinach, broccoli, Portobello mushrooms, roasted red peppers and red onions
or
Grilled Wellington County Triple A flat iron steak
With chimichurri sauce, served with garden salad
desserts
Lemon Tart
or
Seasonal Sorbet
or
Homemade Ice Cream Sandwich
Homemade chocolate chip cookie and vanilla ice cream","$33 Dinner","$33 DinnerPlus taxes and gratuityappetizerRisotto Balls
Italian arborio rice stuffed with wild mushrooms and buffalo mozzarella cheese served with smoked tomato sauce, drizzled with basil pesto and topped with Grana Padano cheese
or
Homemade Sourdough with Jamon Serano
With manchego cheese and fresh fig jam
or
Jerusalem Fattoush Salad
Cherry tomatoes, radishes, cucumber, mint, parsley, and grilled halloumi cheese with pomegranate vinaigrette and house made crispy flat bread
or
Filipino Poke with Icelandic Cod
Marinated in ginger red onions, lime , tamari, coconut milk, chilli pepper, sesame oil garnish with seaweed, mango, avocado, crispy shallots and peanuts
or
Cape Cove PEI Mussels
With shallots with garlic and Chinese sausage, gochuyang, jalapeno pepper, tomatoes, sake and dashi broth garnished with kim chi, bean sprouts and cilantro leaves
main
Chicken Kebab
Yoghurt-marinated chicken served with tzatziki, flatbread, basmati & wild rice, and mixed green salad
or
Housemade Potato Gnocchi  (vegetarian)
With asparagus, oyster mushrooms, swiss chard, garden peas, light tomato cream sauce and topped with crumbled goat cheese.
or
Yellow Fin Tuna with Mango and Pineapple Salsa
Served with crispy sesame peas and fingerling potatoes
or
Steak and Frites
Grilled Wellington County Triple A flat iron steak , served with house cut fries
or
AVIV Spice Rub Pork Tenderloin
With light curried and fresh mango, sumac, lime sauce served with sweet potato and vanilla mash and braised collard greens and garlic bacon
or
Marrakesh Summer Vegetable Tagine and Quinoa Pilaf  (vegan)
Slowed cooked el hanout and cardamom, cauliflower, broccoli, greens beans, carrots, sweet potato, turnip, zucchini, eggplants, and chickpeas served with preserved onions, pomegranate and cashews
desserts
Lemon Tart
or
Seasonal Sorbet
or
Homemade Ice Cream Sandwich
Homemade Chocolate Chip Cookie and Vanilla Ice cream"
"1529980372-223","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Biff's Bistro","$28 Lunch","$28 LunchPlus taxes and gratuityappetizerGOAT CHEESE & ASPARAGUS TARTELETTE
caramelized onions, olive, arugula & mushroom salad
or
CHILI & FENNEL PORK TERRINE (local)
Biff's mustard & pickles
or
CHILLED BUTTERMILK & DILL SOUP (vegetarian/local)
cucumber, peas, radish
or
TRUFFLED MUSHROOM SALAD (vegan/local)
black truffle vinaigrette, radish
main
BIFF'S CHEDDAR CHEESE BURGER (local)
crispy onions, birch BBQ sauce, dill pickle, brioche bun
or
HONEY MUSTARD PORK SAUSAGE
braised cabbage, buttered new potatoes
or
HOT TURKEY SANDWICH
brioche, sauce chasseur, French bean & asparagus salad, frites
or
PAN-FRIED OCEAN PERCH
grilled tomato & zucchini salad, red onion, jalapeño pickle
pr
SUMMER SQUASH SPAGHETTI (vegetarian/local)
zucchini, cherry tomato, basil, Parmigiano-Reggiano
desserts
CHOCOLATE CAKE (vegetarian)
strawberry Chantilly, macerated berries
or
FRENCH CUSTARD TART (vegetarian)
phyllo crust, nutmeg
or
NIAGARA PEACH CLAFOUTIS (vegetarian)
vanilla crème, almonds","$43 Dinner","$43 DinnerPlus taxes and gratuityappetizerSMOKED FOGO ISLAND COD BEIGNETS
pickled ramp Dijonnaise
or
GOAT CHEESE & ASPARAGUS TARTELETTE
caramelized onions, olive, arugula & mushroom salad
or
CHILLED BUTTERMILK & DILL SOUP (vegetarian/local)
cucumber, peas, radish
or
TRUFFLED MUSHROOM SALAD (vegan/local)
black truffle vinaigrette, radish
main
BEEF TRI-TIP STEAK (local)
pomme farcie, truffled corn, grilled scallion
or
HONEY MUSTARD PORK CHOP & BELLY
braised cabbage, buttered new potatoes
or
PAN-ROASTED SEA BASS
zucchini, cherry tomato, basil, Parmigiano-Reggiano
or
SALMON & SORREL
white wine sorrel velouté, zucchini, peas
or
GNOCCHI PARISIENNE (vegetarian/local)
Gruyère, roasted mushrooms, white wine
desserts
CHOCOLATE CAKE (vegetarian)
strawberry Chantilly, macerated berries
or
FRENCH CUSTARD TART (vegetarian)
phyllo crust, nutmeg
or
NIAGARA PEACH CLAFOUTIS (vegetarian)
vanilla crème, almonds"
"1529980372-242","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Chiado","$33 Lunch","$33 LunchPlus taxes and gratuityappetizerVeloute of Grouper, fennel, saffron, leeks, shitake mushrooms
or
Tomato and watermelon gazpacho soup (vegetarian)
or
Mixed Seasonal Greens, arugula, pears, radish,  Balsamic vinaigrette (vegetarian)
or
Goat Cheese, eggplant, portabella mushrooms, champagne vinaigrette (vegetarian)
or
Grilled Sardines, lemon, garlic, extra virgin olive oil
or
Salmon ceviche, avocado, watermelon, cucumber
or
Cod quenelles, fresh lime aioli
main
Salted Cod, (aBraz) onion, potato, egg, classical dish,stir fried
or
Grilled Filet of Atlantic Salmon crusted w/fresh herbs, plum chutney
or
Pan Seared Skate Fish on lemon coriander risotto, tomato jalapeno confit
or
Grilled Squid, sweet bell pepper salsa
or
Roasted Breast of Capon, crusted with fresh herbs, garlic, w/piri piri
or
Confit of Duck leg, mashed potato, seasonal vegetables,Madeira wine jus
or
Brussel sprouts, heirloom tomato carrot risotto (vegetarian)
desserts
Dark chocolate cherry tart
or
Ginger bread  cake, vanilla sabayon
or
White chocolate crème caramel
or
Molotof, meringue of eggwhites, crème anglaise","$53 Dinner","$53 DinnerPlus taxes and gratuityappetizerDaily Soup (vegetarian)
or
Shrimp Bisque, saffron, cognac
or
Arugula Salad w/ fresh pear, caramelized walnuts, lemon vinaigrette (vegetarian)
or
Goat Cheese, eggplant, portabella mushrooms, champagne vinaigrette (vegetarian)
or
Fried Octopus, chickpea and golden beets
or
Grilled Sardines , lemon, garlic, extra virgin olive oil
or
Tartar of Salmon, avocado mousse, fresh apple
or
Grilled Squid, coriander, garlic, olive oil
main
Fresh Cod, spinach mousse, root vegetables, red wine sauce
or
Terrine of Salted Cod w/ rapini & corn melba
or
Filet of Seabream (dourada) w/ a warm salad of green beans & beets
or
Grilled Filet of Atlantic Salmon crusted w/fresh herbs, plum chutney
or
Pan Seared Skate Fish on lemon & spinach risotto
or
Comfit of Duck Leg, white bean ragout, port wine sauce
or
Roasted Breast of Capon crusted with fresh herbs, garlic, w/piri piri
or
Risotto of winter vegetables (vegetarian)
desserts
Pecan Tart
or
Chocolate Bourbon Cake
or
White chocolate Flan
or
Molotof"
"1529980372-214","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Banu","$23 Lunch","$23 LunchPlus taxes and gratuityappetizersalad olivieh  (vegetarian)
potato salad iranian style with cornichons, carrots, green peas, turmeric
or
kashk e bademjan  (vegetarian)
roasted eggplant, whey, caramelized onion, fried mint, turmeric
or
aab doogh khiar
cold cucumber soup, fresh mint, rose
main
joujeh kabob
grilled saffron chicken breast, grilled tomato, fresh herbs, saffron basmatic rice
or
kabob koobideh
1 skewer ground sirloin, grilled tomato, fresh herbs, saffron basmatic rice
or
khoresht e bamiyeh (vegan)
roasted eggplant and okra stew, caramelized onion, saffron and tomato broth, saffron  basmati rice
desserts
death in venice
selection of gelato
or
baklava  (vegetarian)
rosewater, pistachio ,dense almond cake
or
sholeh zard  (vegan)
cardamom and saffron rice pudding","$33 Dinner","$33 DinnerPlus taxes and gratuityappetizermirza ghasemi  (vegan)
smoked eggplant, roasted garlic, caramelized onion, tomato
or
salad e hendevaneh  (vegetarian)
watermelon salad,fresh mint, sheeps milk cheese, black pepper, lemon, olive oil
or
zaban
braised cow tongue, cardamom, tomato, cinnamon
main
kabob koobideh
2 skewers ground sirloin, grilled tomato, fresh herbs, saffron basmati rice
or
zereshk polo va murgh
saffron and turmeric braised chicken thighs, barberry saffron rice
or
khoresht e bamiyeh  (vegan)
roasted eggplant and okra stew, caramelized onion, saffron and tomato broth, saffron  basmati rice
desserts
death in venice
selection of gelato
or
baklava  (vegetarian)
rosewater, pistachio ,dense almond cake
or
sholeh zard  (vegan)
cardamom and saffron rice pudding"
"1529980372-337","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Parts & Labour","null","null","$43 Dinner","$43 DinnerPlus taxes and gratuityappetizerAsparagus and Potato Confit (vegetarian)
Confit fingerlings, asparagus three ways, radish and roasted garlic aioli
or
Grilled Zucchini (vegan)
Romesco, grenadine pickled shallots, crispy chickpeas, grilled radicchio, mint and cumin sesame spice
or
Crab Salad & Toast
Grilled baguette, cream cheese, shallot, chive, black pepper, gherkin, caper and dill
main
Pork Tenderloin
Charred Tokyo turnips, shaved brussel sprouts, pickled mustard seed
or
Grilled flat iron steak (6oz)
Pomme puree, watercress, roasted red onion and demi
or
Risotto (vegan)
Coconut milk, charred scallion pistou, roasted cherry tomatoes and oyster mushrooms
desserts
Cherry Cheese Cake Sundae Doughnut
Vanilla ice cream, cheese cake filling, cherry topping and graham crumb
or
Rockyroad Flourless Torte
Toasted marshmallow, pecan and chocolate ganache
or
Grilled Peach and Maple Granola Crumble
Peach gastrique, vanilla and golden raisin preserve, maple oats"
"1529980372-249","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","District Eatery","$23 Lunch","$23 LunchPlus taxes and gratuityappetizerMarket Salad (vegan/local)
Arugula & kale crunch mixed with heirloom tomato, cucumber, carrots & pea tendrils with your choice of lemon thyme/ jalapeño lime dressing
or
Street Corn  (vegan)
Cob of corn smothered in miso butter and grilled with Cajun spice and garnished with sriracha vegan mayo
or
Tomato Gazpacho (vegan/local)
Local vine ripened organic tomatoes, bell peppers and fresh herbs garnished with savoury chickpeas croutons. A refreshing light summery cold soup
main
VEGAN CHEESEBURGER (vegan)
Fresh grilled seasoned veggie burger, topped with beet bacon, pickled onions, siracha mayo & vegan cheese.
or
VEGAN QUESADILLA  (vegan)
Lightly spiced refried beans and vegan cheese inside a baked flour tortilla topped with a coconut crema, served with mango salsa
or
KIMCHI QUESADILLA
Kimchi chicken and mixed cheese inside a baked flour tortilla, served with mango salsa and crema
or
SUMMER BOWL
Chicken, cucumber, pecans, green apple, feta, strawberries & house made prosecco grapefruit splash
or
desserts
VEGAN CHEESE CAKE (vegan)
House made vegan cheesecake sweetened with maple syrup. A decadent layer coconut milk, almond & lemon, with a pistachio-date crust
or
CHOCOLATE TORTE (vegetarian)
A warm gluten-free chocolate torte
or
BERRIES 'N' CREAM (vegan)
Vegan all natural organic ice cream served with fresh berries","$33 Dinner","$33 DinnerPlus taxes and gratuityappetizerTomato Gazpacho  (vegan)
Local vine ripened organic tomatoes, bell peppers and fresh herbs garnished with savoury chickpeas croutons
or
Hummus Flight (vegan)
A trio of garlic, carrot & roasted red pepper hummus served with corn chips & naan bread bites
or
Watermelon and Cucumber Salad  (vegan)
Fresh in season watermelon, and crisp cucumber tossed in a citrus and maple infused vinaigrette, accompanied by fresh mint and basil
main
Cauliflower Bowl (vegan)
Roasted cauliflower, eggplant, peppers, onions, carrots & chickpeas sautéed in house made vegan coconut curry served on a bed of quinoa & topped with toasted almonds
or
Chicken Karage Salad
Ginger & soy marinated chicken deep-fried with potato starch, served on shredded crunchy kale tossed with Thai dressing & drizzled with goma dressing
or
Power Plate
6 oz grilled Canadian AAA sirloin with summer vegetables & sweet potatoes
desserts
VEGAN CHEESE CAKE (vegan)
House made vegan cheesecake sweetened with maple syrup. A decadent layer coconut milk, almond & lemon, with a pistachio-date crust
or
CHOCOLATE TORTE (vegetarian)
A warm gluten-free chocolate torte
or
BERRIES 'N' CREAM (vegan)
Vegan all-natural organic ice cream served with fresh berries"
